Time (ms),Voltage (V),Current (A),Temperature (°C),Motor Speed (RPM),Hall Code,Estimated SOC (%),Ground Truth SOC (%),Residual (%),Fault Label
150600,3.67,3.29,28.3,1190,110,99.6,98.69999999999999,0.9,Normal
150700,3.7,1.72,36.5,1192,100,97.9,96.2,1.7,Warning
150800,3.61,2.08,39.7,1182,010,97.1,97.0,0.1,Normal
150900,3.75,1.79,23.8,1381,110,86.9,89.60000000000001,2.7,Warning
151000,3.49,1.99,32.6,1120,100,96.3,96.1,0.2,Normal
151100,3.58,2.23,45.4,1327,001,88.2,89.9,1.7,Warning
151200,3.53,3.22,31.4,1229,100,99.7,101.7,2.0,Warning
151300,3.41,3.35,30.6,1274,011,85.8,83.7,2.1,Warning
151400,3.59,2.71,29.7,1207,000,90.3,86.0,4.3,Fault
151500,3.59,3.46,32.5,1382,011,91.4,88.9,2.5,Warning
151600,3.75,1.33,33.8,1170,111,97.4,100.80000000000001,3.4,Fault
151700,3.66,1.35,23.8,1149,110,96.5,96.3,0.2,Normal
151800,3.5,1.69,29.9,1194,110,90.6,91.0,0.4,Normal
151900,3.79,3.07,18.7,1378,101,93.5,95.2,1.7,Warning
152000,3.72,1.86,29.0,1231,011,97.5,96.3,1.2,Warning
152100,3.66,2.13,25.5,1375,010,85.3,85.1,0.2,Normal
152200,3.58,2.6,31.7,1112,111,97.0,98.2,1.2,Warning
152300,3.5,4.25,21.7,1102,001,99.2,101.8,2.6,Warning
152400,3.56,1.06,27.4,1323,111,85.5,85.9,0.4,Normal
152500,3.71,3.6,34.8,1274,101,85.7,85.2,0.5,Normal
152600,3.79,3.68,26.6,1189,101,90.2,89.9,0.3,Normal
152700,3.75,4.19,20.5,1340,101,86.3,84.2,2.1,Warning
152800,3.55,4.73,31.3,1134,110,92.2,91.2,1.0,Normal
152900,3.49,1.08,27.1,1113,000,95.9,95.9,0.0,Normal
153000,3.61,1.62,29.1,1294,100,93.5,94.2,0.7,Normal
153100,3.42,4.54,26.4,1312,010,87.9,90.10000000000001,2.2,Warning
153200,3.63,2.83,39.9,1102,111,94.8,95.89999999999999,1.1,Warning
153300,3.59,3.26,22.2,1278,110,95.3,92.8,2.5,Warning
153400,3.55,3.65,44.2,1139,111,99.0,97.2,1.8,Warning
153500,3.44,3.72,28.0,1263,001,87.2,86.3,0.9,Normal
153600,3.65,4.73,30.9,1334,110,95.4,95.60000000000001,0.2,Normal
153700,3.55,4.99,27.1,1356,000,98.7,96.3,2.4,Warning
153800,3.48,3.88,26.9,1215,111,92.5,93.5,1.0,Normal
153900,3.31,2.15,26.1,1151,110,90.4,91.4,1.0,Normal
154000,3.6,4.52,33.0,1241,110,87.6,87.19999999999999,0.4,Normal
154100,3.78,1.2,22.9,1185,011,98.0,100.8,2.8,Warning
154200,3.77,1.92,31.8,1145,001,90.9,92.0,1.1,Warning
154300,3.55,4.59,19.1,1337,101,98.9,98.80000000000001,0.1,Normal
154400,3.54,2.02,31.4,1109,001,97.7,97.9,0.2,Normal
154500,3.65,1.88,34.2,1251,001,90.6,91.6,1.0,Normal
154600,3.5,1.55,23.6,1160,011,93.6,90.0,3.6,Fault
154700,3.63,4.44,33.4,1117,100,85.4,82.9,2.5,Warning
154800,3.68,3.0,30.3,1185,110,88.9,85.80000000000001,3.1,Fault
154900,3.72,3.7,38.0,1236,010,95.7,95.3,0.4,Normal
155000,3.59,1.96,25.7,1329,101,95.2,95.4,0.2,Normal
155100,3.58,4.03,44.1,1227,111,90.3,87.39999999999999,2.9,Warning
155200,3.51,4.04,18.0,1203,100,97.1,96.5,0.6,Normal
155300,3.52,2.25,28.4,1285,000,88.5,89.6,1.1,Warning
155400,3.58,2.64,21.5,1277,110,91.9,92.9,1.0,Normal
155500,3.64,1.84,39.3,1105,101,92.1,92.1,0.0,Normal
155600,3.69,4.91,28.7,1135,010,90.1,89.6,0.5,Normal
155700,3.52,3.58,29.1,1380,110,99.3,98.7,0.6,Normal
155800,3.75,4.74,32.2,1399,000,95.5,95.3,0.2,Normal
155900,3.57,2.21,30.0,1113,011,93.1,89.1,4.0,Fault
156000,3.6,4.13,27.0,1336,100,92.7,94.2,1.5,Warning
156100,3.53,4.06,23.7,1384,110,87.4,85.9,1.5,Warning
156200,3.36,3.77,30.8,1149,101,90.6,90.8,0.2,Normal
156300,3.69,4.86,31.9,1360,001,95.1,94.69999999999999,0.4,Normal
156400,3.67,2.57,33.5,1209,111,98.9,97.0,1.9,Warning
156500,3.57,1.52,39.6,1296,111,97.2,99.4,2.2,Warning
156600,3.61,3.69,19.1,1351,111,89.5,90.4,0.9,Normal
156700,3.65,3.92,29.7,1187,010,91.5,91.2,0.3,Normal
156800,3.44,3.3,36.0,1125,110,86.2,83.5,2.7,Warning
156900,3.55,1.83,29.4,1361,111,86.5,83.8,2.7,Warning
157000,3.68,3.02,18.3,1243,101,92.1,89.69999999999999,2.4,Warning
157100,3.47,2.25,23.5,1159,001,93.0,95.8,2.8,Warning
157200,3.63,2.71,31.6,1367,101,89.0,90.1,1.1,Warning
157300,3.46,3.58,31.5,1174,110,94.6,95.6,1.0,Normal
157400,3.65,3.98,33.4,1102,000,95.6,95.19999999999999,0.4,Normal
157500,3.6,1.93,26.1,1162,001,89.5,91.8,2.3,Warning
157600,3.44,2.62,31.3,1335,001,96.4,94.30000000000001,2.1,Warning
157700,3.72,2.08,25.3,1328,101,88.1,90.6,2.5,Warning
157800,3.53,1.79,31.3,1374,011,93.2,91.2,2.0,Warning
157900,3.52,4.13,30.3,1117,110,97.1,95.3,1.8,Warning
158000,3.62,4.64,25.9,1179,111,93.1,94.19999999999999,1.1,Warning
158100,3.71,2.48,37.8,1314,011,98.6,96.19999999999999,2.4,Warning
158200,3.5,4.01,21.5,1270,100,85.9,85.9,0.0,Normal
158300,3.61,4.59,29.3,1354,111,93.8,94.2,0.4,Normal
158400,3.64,4.38,25.8,1225,000,93.4,93.5,0.1,Normal
158500,3.67,1.73,39.2,1354,011,94.9,94.9,0.0,Normal
158600,3.62,4.83,33.0,1171,101,97.5,97.4,0.1,Normal
158700,3.56,2.51,26.8,1137,110,95.9,95.7,0.2,Normal
158800,3.52,2.36,28.6,1303,011,96.9,97.7,0.8,Normal
158900,3.61,1.25,39.3,1271,100,89.3,89.8,0.5,Normal
159000,3.49,2.94,25.3,1322,010,90.8,91.2,0.4,Normal
159100,3.31,1.44,21.2,1316,100,94.4,91.4,3.0,Warning
159200,3.64,1.99,31.5,1344,001,93.3,93.7,0.4,Normal
159300,3.69,2.27,31.6,1290,111,99.4,99.9,0.5,Normal
159400,3.36,4.24,33.3,1397,110,87.8,85.0,2.8,Warning
159500,3.5,4.5,33.4,1281,001,90.3,90.3,0.0,Normal
159600,3.66,2.21,38.9,1304,011,93.6,94.39999999999999,0.8,Normal
159700,3.81,4.43,21.4,1298,011,98.0,99.2,1.2,Warning
159800,3.6,4.43,24.0,1264,100,98.9,100.5,1.6,Warning
159900,3.53,4.06,33.3,1341,100,90.0,88.7,1.3,Warning
160000,3.58,1.59,24.5,1229,101,86.0,88.2,2.2,Warning
160100,3.74,3.76,22.7,1326,000,91.3,88.8,2.5,Warning
160200,3.54,4.78,39.3,1221,101,90.9,90.5,0.4,Normal
160300,3.52,3.73,21.9,1143,001,99.8,100.0,0.2,Normal
160400,3.55,2.33,28.2,1295,101,91.5,91.3,0.2,Normal
160500,3.5,3.0,29.7,1303,100,89.6,88.39999999999999,1.2,Warning
160600,3.61,3.58,36.5,1356,110,90.5,90.7,0.2,Normal
160700,3.76,3.04,20.7,1116,101,91.0,90.8,0.2,Normal
160800,3.63,1.48,32.1,1371,010,97.3,95.2,2.1,Warning
160900,3.57,2.25,25.5,1108,111,86.2,85.2,1.0,Normal
161000,3.57,4.21,33.1,1348,000,89.7,91.10000000000001,1.4,Warning
161100,3.44,4.45,25.5,1300,100,99.5,100.1,0.6,Normal
161200,3.69,1.55,37.9,1158,110,87.3,89.5,2.2,Warning
161300,3.59,4.81,25.5,1239,011,96.1,94.69999999999999,1.4,Warning
161400,3.58,2.32,17.7,1218,111,90.3,88.7,1.6,Warning
161500,3.92,3.65,26.1,1140,101,93.7,94.60000000000001,0.9,Normal
161600,3.63,4.01,28.7,1366,100,86.5,82.5,4.0,Fault
161700,3.52,4.25,35.4,1107,011,89.6,85.39999999999999,4.2,Fault
161800,3.56,4.78,23.7,1282,011,92.5,92.0,0.5,Normal
161900,3.71,2.25,23.8,1233,001,88.5,89.2,0.7,Normal
162000,3.61,4.43,34.8,1280,001,93.1,92.19999999999999,0.9,Normal
162100,3.46,1.53,23.1,1171,110,88.3,89.0,0.7,Normal
162200,3.69,3.82,29.1,1212,100,94.8,92.89999999999999,1.9,Warning
162300,3.53,3.97,29.2,1206,111,98.6,97.89999999999999,0.7,Normal
162400,3.79,3.71,31.1,1389,110,86.3,85.39999999999999,0.9,Normal
162500,3.71,2.01,26.3,1216,100,88.2,85.10000000000001,3.1,Fault
162600,3.56,4.49,25.4,1219,010,97.7,98.10000000000001,0.4,Normal
162700,3.73,1.68,31.7,1246,000,94.5,94.9,0.4,Normal
162800,3.61,1.21,25.5,1309,000,86.2,84.4,1.8,Warning
162900,3.69,3.87,23.2,1395,111,92.3,92.39999999999999,0.1,Normal
163000,3.65,2.9,36.1,1202,100,88.1,85.19999999999999,2.9,Warning
163100,3.52,4.4,32.4,1223,001,88.0,86.0,2.0,Warning
163200,3.54,2.53,38.8,1344,111,99.1,99.19999999999999,0.1,Normal
163300,3.7,1.67,33.9,1308,101,96.4,98.60000000000001,2.2,Warning
163400,3.57,4.35,23.7,1208,110,95.4,97.10000000000001,1.7,Warning
163500,3.56,3.2,30.5,1149,010,88.6,88.8,0.2,Normal
163600,3.5,1.76,24.9,1204,000,86.8,85.7,1.1,Warning
163700,3.64,3.88,21.7,1126,100,98.1,95.89999999999999,2.2,Warning
163800,3.81,3.04,27.8,1387,001,85.1,84.89999999999999,0.2,Normal
163900,3.49,3.42,34.9,1356,001,90.8,91.6,0.8,Normal
164000,3.6,2.84,31.4,1372,001,89.2,88.9,0.3,Normal
164100,3.74,4.31,23.0,1236,110,93.6,93.1,0.5,Normal
164200,3.59,4.32,27.6,1131,101,88.8,86.3,2.5,Warning
164300,3.65,3.84,29.3,1144,011,89.7,87.3,2.4,Warning
164400,3.49,1.42,21.6,1364,111,97.8,98.8,1.0,Normal
164500,3.64,4.36,33.6,1129,110,94.0,92.8,1.2,Warning
164600,3.58,3.68,28.9,1183,101,87.2,88.0,0.8,Normal
164700,3.7,3.79,23.0,1265,001,95.9,96.60000000000001,0.7,Normal
164800,3.72,2.45,22.8,1100,100,88.1,86.0,2.1,Warning
164900,3.86,4.52,35.5,1348,111,91.5,91.3,0.2,Normal
165000,3.66,3.9,28.1,1360,010,94.7,93.2,1.5,Warning
165100,3.63,1.45,36.0,1162,101,89.1,87.8,1.3,Warning
165200,3.62,2.63,37.9,1263,100,90.8,90.39999999999999,0.4,Normal
165300,3.56,4.55,35.1,1300,110,96.0,95.0,1.0,Normal
165400,3.63,1.19,27.3,1321,110,99.1,98.3,0.8,Normal
165500,3.57,4.85,17.5,1251,111,92.9,94.10000000000001,1.2,Warning
165600,3.62,3.72,31.6,1231,001,85.1,83.89999999999999,1.2,Warning
165700,3.73,3.53,40.5,1213,010,90.1,90.69999999999999,0.6,Normal
165800,3.5,2.08,29.8,1316,000,91.0,92.1,1.1,Warning
165900,3.71,2.0,20.1,1295,000,90.1,88.3,1.8,Warning
166000,3.73,4.77,26.6,1380,110,91.5,91.9,0.4,Normal
166100,3.59,2.19,29.1,1301,100,94.5,92.3,2.2,Warning
166200,3.39,4.1,24.5,1234,010,86.8,84.7,2.1,Warning
166300,3.54,2.57,17.2,1333,100,89.1,89.3,0.2,Normal
166400,3.73,1.56,29.5,1240,010,92.6,90.5,2.1,Warning
166500,3.6,1.04,26.1,1295,010,89.7,89.8,0.1,Normal
166600,3.5,3.18,38.9,1142,110,99.9,99.5,0.4,Normal
166700,3.55,4.9,30.5,1156,100,91.5,90.3,1.2,Warning
166800,3.68,2.48,32.3,1241,110,98.0,94.4,3.6,Fault
166900,3.65,2.43,29.4,1309,111,98.4,96.5,1.9,Warning
167000,3.58,2.38,30.5,1171,010,97.5,97.1,0.4,Normal
167100,3.56,3.08,21.7,1323,101,85.7,85.0,0.7,Normal
167200,3.56,2.76,24.8,1126,001,99.2,101.10000000000001,1.9,Warning
167300,3.51,4.52,35.4,1227,111,86.9,84.9,2.0,Warning
167400,3.76,3.02,31.0,1205,010,85.5,83.7,1.8,Warning
167500,3.57,3.03,28.0,1264,101,91.2,90.3,0.9,Normal
167600,3.72,1.55,32.4,1314,010,87.9,86.30000000000001,1.6,Warning
167700,3.75,4.93,32.5,1170,101,87.8,90.3,2.5,Warning
167800,3.7,2.0,40.0,1303,100,89.3,90.39999999999999,1.1,Warning
167900,3.56,1.29,30.8,1252,000,88.7,85.5,3.2,Fault
168000,3.64,3.65,24.7,1166,011,95.3,95.2,0.1,Normal
168100,3.6,3.38,29.4,1189,111,87.8,86.2,1.6,Warning
168200,3.51,2.66,33.0,1359,010,93.1,93.69999999999999,0.6,Normal
168300,3.63,2.69,35.0,1327,011,99.8,100.0,0.2,Normal
168400,3.48,4.14,21.9,1178,010,91.5,88.2,3.3,Fault
168500,3.72,1.78,31.3,1195,100,94.6,94.3,0.3,Normal
168600,3.55,4.28,25.5,1345,100,99.5,98.2,1.3,Warning
168700,3.62,3.59,27.2,1371,101,87.1,86.39999999999999,0.7,Normal
168800,3.63,2.68,34.2,1256,010,91.3,90.39999999999999,0.9,Normal
168900,3.57,2.83,33.7,1215,100,97.8,97.0,0.8,Normal
169000,3.66,2.03,26.6,1117,100,99.0,101.5,2.5,Warning
169100,3.55,4.01,29.2,1271,010,94.0,92.8,1.2,Warning
169200,3.69,3.05,27.3,1115,101,87.2,87.5,0.3,Normal
169300,3.47,2.28,44.5,1339,101,98.5,95.3,3.2,Fault
169400,3.61,3.38,31.4,1155,101,87.6,88.3,0.7,Normal
169500,3.79,4.98,25.8,1178,101,90.3,90.5,0.2,Normal
169600,3.5,2.74,36.6,1202,000,90.6,86.39999999999999,4.2,Fault
169700,3.53,4.68,36.8,1383,010,91.7,90.10000000000001,1.6,Warning
169800,3.65,2.38,39.0,1292,110,96.9,97.9,1.0,Normal
169900,3.62,1.22,40.4,1104,000,97.0,96.2,0.8,Normal
170000,3.64,1.82,33.5,1205,100,95.8,97.1,1.3,Warning
170100,3.65,2.67,28.3,1377,000,85.3,84.39999999999999,0.9,Normal
170200,3.66,1.88,29.0,1199,111,93.5,94.2,0.7,Normal
170300,3.71,1.0,28.5,1337,110,96.2,92.9,3.3,Fault
170400,3.64,4.66,28.0,1368,110,91.7,90.60000000000001,1.1,Warning
170500,3.58,4.38,36.2,1185,110,99.2,97.9,1.3,Warning
170600,3.67,3.97,30.0,1131,101,97.4,95.5,1.9,Warning
170700,3.79,1.67,34.9,1150,100,94.6,92.5,2.1,Warning
170800,3.59,1.48,33.4,1178,000,85.9,86.4,0.5,Normal
170900,3.5,1.27,24.5,1285,000,94.8,94.2,0.6,Normal
171000,3.71,3.9,21.4,1273,111,98.7,98.9,0.2,Normal
171100,3.59,4.72,23.8,1205,010,90.7,87.10000000000001,3.6,Fault
171200,3.38,2.72,27.9,1162,000,97.6,100.5,2.9,Warning
171300,3.68,1.48,30.7,1175,111,89.7,90.10000000000001,0.4,Normal
171400,3.55,3.05,26.8,1180,100,93.6,93.19999999999999,0.4,Normal
171500,3.59,2.4,33.5,1227,101,94.7,94.0,0.7,Normal
171600,3.63,2.5,27.4,1282,010,95.2,94.5,0.7,Normal
171700,3.62,3.49,31.3,1342,111,98.2,97.8,0.4,Normal
171800,3.67,3.87,30.6,1284,000,88.5,88.2,0.3,Normal
171900,3.56,1.44,38.7,1319,010,88.9,88.0,0.9,Normal
172000,3.65,1.14,25.1,1170,011,95.6,94.39999999999999,1.2,Warning
172100,3.57,4.98,41.0,1253,010,87.7,84.5,3.2,Fault
172200,3.67,1.93,27.0,1344,110,92.0,88.8,3.2,Fault
172300,3.66,1.22,23.3,1239,101,85.3,84.3,1.0,Normal
172400,3.51,1.76,28.9,1170,110,87.1,87.3,0.2,Normal
172500,3.71,1.16,46.2,1145,011,95.2,95.3,0.1,Normal
172600,3.55,2.57,34.5,1146,110,96.2,97.7,1.5,Warning
172700,3.68,4.21,33.0,1178,011,86.7,84.8,1.9,Warning
172800,3.64,2.36,34.0,1248,010,88.4,88.0,0.4,Normal
172900,3.78,2.78,26.2,1229,100,86.5,85.3,1.2,Warning
173000,3.58,3.7,31.6,1226,101,91.5,90.5,1.0,Normal
173100,3.57,3.04,30.0,1218,100,86.9,87.4,0.5,Normal
173200,3.6,4.45,39.0,1361,101,91.6,92.3,0.7,Normal
173300,3.57,4.46,29.5,1343,111,96.0,96.2,0.2,Normal
173400,3.68,1.04,28.1,1202,101,95.3,94.1,1.2,Warning
173500,3.44,4.11,24.2,1136,110,89.2,88.8,0.4,Normal
173600,3.49,2.84,30.7,1241,110,95.1,97.19999999999999,2.1,Warning
173700,3.49,4.96,31.5,1136,100,98.9,99.9,1.0,Normal
173800,3.7,2.93,24.0,1107,001,90.2,90.10000000000001,0.1,Normal
173900,3.77,4.95,32.3,1330,111,89.9,89.4,0.5,Normal
174000,3.59,4.02,31.2,1395,011,93.6,92.3,1.3,Warning
174100,3.58,1.99,35.1,1206,110,88.7,88.10000000000001,0.6,Normal
174200,3.61,3.15,36.1,1117,111,94.8,94.8,0.0,Normal
174300,3.72,4.97,30.5,1182,110,97.5,97.6,0.1,Normal
174400,3.51,4.43,24.8,1387,110,91.9,91.10000000000001,0.8,Normal
174500,3.62,1.39,25.8,1293,010,95.2,94.10000000000001,1.1,Warning
174600,3.7,3.83,38.8,1314,100,94.8,94.8,0.0,Normal
174700,3.65,2.38,30.8,1380,100,85.6,86.69999999999999,1.1,Warning
174800,3.62,1.03,38.7,1319,110,87.8,87.39999999999999,0.4,Normal
174900,3.7,2.61,32.5,1388,010,98.4,98.9,0.5,Normal
175000,3.33,1.94,33.8,1293,110,99.1,98.19999999999999,0.9,Normal
175100,3.67,4.28,34.7,1257,011,96.7,94.0,2.7,Warning
175200,3.53,2.35,23.9,1203,010,98.8,100.3,1.5,Warning
175300,3.42,4.31,31.5,1133,110,89.6,87.39999999999999,2.2,Warning
175400,3.65,1.0,23.8,1201,101,88.7,87.5,1.2,Warning
175500,3.74,2.23,28.6,1226,001,90.8,88.6,2.2,Warning
175600,3.59,1.96,33.2,1313,101,85.8,86.0,0.2,Normal
175700,3.7,1.93,24.9,1395,001,97.1,98.8,1.7,Warning
175800,3.76,1.27,32.8,1278,010,99.8,99.0,0.8,Normal
175900,3.73,1.75,22.5,1179,101,97.4,94.80000000000001,2.6,Warning
176000,3.76,3.22,35.7,1240,011,93.3,94.39999999999999,1.1,Warning
176100,3.67,2.17,26.7,1130,111,89.4,90.30000000000001,0.9,Normal
176200,3.61,2.67,24.9,1162,101,88.0,86.6,1.4,Warning
176300,3.44,2.51,22.8,1147,100,90.5,90.8,0.3,Normal
176400,3.58,4.5,27.1,1186,111,95.0,92.0,3.0,Warning
176500,3.52,4.62,20.5,1160,111,91.7,90.2,1.5,Warning
176600,3.82,2.97,27.3,1373,001,99.0,99.6,0.6,Normal
176700,3.58,2.32,35.5,1383,001,97.8,98.1,0.3,Normal
176800,3.61,1.43,29.1,1179,110,86.5,86.8,0.3,Normal
176900,3.66,4.81,24.1,1279,011,87.0,86.6,0.4,Normal
177000,3.6,1.24,31.1,1371,001,95.1,94.1,1.0,Normal
177100,3.77,2.19,30.7,1176,001,88.5,87.7,0.8,Normal
177200,3.54,2.19,39.8,1320,110,96.9,98.10000000000001,1.2,Warning
177300,3.62,2.28,34.0,1381,011,93.9,92.0,1.9,Warning
177400,3.53,1.66,31.5,1127,101,88.4,88.30000000000001,0.1,Normal
177500,3.47,4.13,34.5,1176,010,92.2,93.10000000000001,0.9,Normal
177600,3.54,1.49,29.3,1263,101,91.1,91.3,0.2,Normal
177700,3.6,3.54,29.6,1108,100,98.1,96.1,2.0,Warning
177800,3.56,1.5,38.3,1274,100,85.5,84.7,0.8,Normal
177900,3.53,1.28,21.8,1175,001,98.4,97.5,0.9,Normal
178000,3.46,4.64,34.8,1344,111,94.8,96.1,1.3,Warning
178100,3.59,1.76,29.4,1221,100,96.1,95.39999999999999,0.7,Normal
178200,3.45,4.29,28.5,1284,010,85.0,83.0,2.0,Warning
178300,3.68,3.18,27.2,1131,001,94.4,96.60000000000001,2.2,Warning
178400,3.61,1.31,30.8,1349,110,93.8,93.89999999999999,0.1,Normal
178500,3.45,4.82,29.8,1156,100,93.1,91.69999999999999,1.4,Warning
178600,3.57,1.99,27.9,1243,111,96.8,96.1,0.7,Normal
178700,3.52,4.44,26.5,1183,110,93.3,94.3,1.0,Normal
178800,3.63,1.68,20.5,1155,000,97.9,96.80000000000001,1.1,Warning
178900,3.73,4.42,26.4,1378,000,88.5,89.8,1.3,Warning
179000,3.41,1.05,27.4,1372,000,97.1,97.89999999999999,0.8,Normal
179100,3.61,3.05,30.8,1265,110,87.7,88.3,0.6,Normal
179200,3.58,4.08,39.8,1257,000,97.2,94.4,2.8,Warning
179300,3.67,4.74,26.9,1348,101,99.1,101.1,2.0,Warning
179400,3.62,4.64,24.9,1285,000,90.0,91.9,1.9,Warning
179500,3.52,4.28,26.4,1177,001,92.9,92.0,0.9,Normal
179600,3.57,4.55,30.8,1121,011,94.9,94.2,0.7,Normal
179700,3.52,1.8,32.9,1207,101,86.2,86.4,0.2,Normal
179800,3.71,2.14,33.6,1372,111,92.4,91.9,0.5,Normal
179900,3.6,2.16,34.1,1351,011,90.4,91.5,1.1,Warning
180000,3.79,2.51,34.8,1114,001,98.1,97.5,0.6,Normal
180100,3.59,2.57,28.6,1259,111,98.2,97.4,0.8,Normal
180200,3.53,3.18,40.3,1304,001,95.5,93.2,2.3,Warning
180300,3.45,1.64,28.2,1212,010,94.8,91.39999999999999,3.4,Fault
180400,3.42,3.76,30.5,1267,111,96.0,95.9,0.1,Normal
180500,3.44,1.67,36.5,1352,101,90.5,91.9,1.4,Warning
180600,3.63,2.24,32.8,1285,011,91.1,90.0,1.1,Warning
180700,3.65,3.01,18.8,1326,000,93.3,93.0,0.3,Normal
180800,3.44,4.19,30.0,1115,001,99.1,98.89999999999999,0.2,Normal
180900,3.69,3.96,34.3,1255,000,95.9,97.80000000000001,1.9,Warning
181000,3.55,3.58,23.3,1210,111,93.3,92.7,0.6,Normal
181100,3.61,1.62,33.8,1100,011,96.6,95.5,1.1,Warning
181200,3.76,3.19,32.0,1140,110,90.6,88.6,2.0,Warning
181300,3.69,1.35,35.9,1147,101,96.0,96.3,0.3,Normal
181400,3.57,2.51,26.5,1207,100,91.2,91.9,0.7,Normal
181500,3.51,2.65,35.0,1260,110,89.2,89.5,0.3,Normal
181600,3.38,1.16,30.8,1260,111,94.1,92.19999999999999,1.9,Warning
181700,3.53,2.1,38.8,1227,111,95.3,92.7,2.6,Warning
181800,3.58,4.82,43.9,1309,110,91.9,89.7,2.2,Warning
181900,3.5,4.81,37.7,1250,100,93.5,92.0,1.5,Warning
182000,3.59,2.41,32.4,1354,111,95.4,94.9,0.5,Normal
182100,3.61,1.17,41.6,1317,111,96.5,95.8,0.7,Normal
182200,3.58,1.72,33.0,1129,001,98.4,97.5,0.9,Normal
182300,3.53,2.57,25.5,1144,010,90.3,90.2,0.1,Normal
182400,3.62,4.79,29.8,1179,111,99.3,97.5,1.8,Warning
182500,3.64,1.56,33.8,1138,000,94.6,96.6,2.0,Warning
182600,3.49,4.05,34.1,1339,001,96.8,98.5,1.7,Warning
182700,3.74,1.43,24.4,1144,010,95.5,97.5,2.0,Warning
182800,3.59,4.93,24.5,1177,000,88.1,88.8,0.7,Normal
182900,3.6,2.53,28.3,1387,011,86.1,83.6,2.5,Warning
183000,3.67,4.1,32.7,1379,110,95.9,97.2,1.3,Warning
183100,3.62,2.37,33.3,1215,110,92.7,93.9,1.2,Warning
183200,3.7,3.51,30.7,1368,100,95.5,96.2,0.7,Normal
183300,3.63,1.77,25.8,1152,010,92.2,90.0,2.2,Warning
183400,3.54,1.58,38.7,1167,000,89.7,87.0,2.7,Warning
183500,3.64,4.75,24.6,1281,111,89.3,87.3,2.0,Warning
183600,3.49,4.67,36.5,1133,001,96.0,93.9,2.1,Warning
183700,3.61,4.55,33.7,1383,000,89.2,86.2,3.0,Warning
183800,3.6,3.5,36.4,1348,001,95.7,97.9,2.2,Warning
183900,3.58,4.23,27.8,1210,110,90.8,92.1,1.3,Warning
184000,3.59,1.28,29.3,1193,100,96.6,97.19999999999999,0.6,Normal
184100,3.41,2.34,30.3,1278,111,87.1,86.39999999999999,0.7,Normal
184200,3.55,2.25,27.6,1146,100,88.1,87.39999999999999,0.7,Normal
184300,3.61,3.54,31.1,1381,000,95.3,94.6,0.7,Normal
184400,3.62,2.42,37.9,1191,000,93.4,91.60000000000001,1.8,Warning
184500,3.5,1.59,23.5,1311,001,88.1,90.5,2.4,Warning
184600,3.73,3.39,26.7,1174,001,98.5,98.2,0.3,Normal
184700,3.51,4.26,26.2,1301,010,89.1,88.19999999999999,0.9,Normal
184800,3.7,2.53,29.5,1396,110,91.3,91.3,0.0,Normal
184900,3.64,1.53,29.3,1310,010,88.0,87.2,0.8,Normal
185000,3.54,1.79,33.9,1233,010,90.8,88.8,2.0,Warning
185100,3.78,1.95,30.2,1165,000,92.4,91.80000000000001,0.6,Normal
185200,3.48,2.2,31.5,1379,101,89.4,85.7,3.7,Fault
185300,3.69,3.57,32.0,1127,101,96.5,94.6,1.9,Warning
185400,3.7,3.4,31.2,1216,101,90.9,90.0,0.9,Normal
185500,3.53,3.78,33.5,1213,101,95.9,94.60000000000001,1.3,Warning
185600,3.74,2.45,29.4,1174,010,88.1,86.5,1.6,Warning
185700,3.57,4.3,38.2,1301,000,90.7,87.7,3.0,Warning
185800,3.63,1.82,42.7,1158,101,85.1,82.8,2.3,Warning
185900,3.63,2.88,33.5,1114,111,96.4,95.10000000000001,1.3,Warning
186000,3.59,4.2,31.1,1330,100,94.4,95.0,0.6,Normal
186100,3.68,1.72,33.1,1204,011,97.3,96.2,1.1,Warning
186200,3.68,1.44,24.5,1264,100,91.8,90.39999999999999,1.4,Warning
186300,3.43,4.53,30.9,1298,000,97.0,95.3,1.7,Warning
186400,3.73,2.37,26.3,1134,000,94.7,95.3,0.6,Normal
186500,3.43,3.74,32.5,1261,011,85.1,83.5,1.6,Warning
186600,3.7,1.1,26.4,1344,001,88.8,87.1,1.7,Warning
186700,3.71,3.76,28.3,1386,001,92.4,93.7,1.3,Warning
186800,3.49,2.26,20.6,1118,111,94.3,95.6,1.3,Warning
186900,3.56,1.22,24.1,1379,001,86.0,83.8,2.2,Warning
187000,3.49,3.44,31.8,1281,010,95.6,96.39999999999999,0.8,Normal
187100,3.58,1.96,25.7,1246,001,93.2,90.4,2.8,Warning
187200,3.57,2.55,35.3,1275,110,92.9,92.80000000000001,0.1,Normal
187300,3.68,1.32,25.2,1262,010,89.4,88.30000000000001,1.1,Warning
187400,3.73,1.59,32.3,1274,010,93.9,92.9,1.0,Normal
187500,3.74,2.19,26.2,1146,111,85.4,86.0,0.6,Normal
187600,3.54,1.36,31.9,1355,001,86.0,83.4,2.6,Warning
187700,3.58,4.64,22.3,1273,001,96.0,95.9,0.1,Normal
187800,3.43,1.02,27.7,1202,111,89.8,89.2,0.6,Normal
187900,3.52,2.94,25.8,1220,011,90.2,92.7,2.5,Warning
188000,3.7,1.49,34.4,1244,101,88.1,89.6,1.5,Warning
188100,3.76,2.23,32.3,1141,111,91.7,89.5,2.2,Warning
